filename	dwc:catalogNumber	dwc:recordedBy	dwc:recordNumber	dwc:verbatimCoordinates	dwc:verbatimEventDate	dwc:eventDate	dwc:municipality	dwc:county	dwc:stateProvince	dwc:country	aocr:verbatimScientificName	dwc:scientificName	dwc:verbatimLocality	dwc:habitat	dwc:substrate	dwc:verbatimElevation	dwc:identifiedBy	dwc:dateIdentified	dwc:verbatimLatitude	dwc:verbatimLongitude	dwc:decimalLatitude	dwc:decimalLongitude	aocr:verbatimInstitution	dwc:datasetName	dwc:fieldNotes	dwc:sex	dwc:occurrenceRemarks	dwc:associatedTaxa
WIS-L-0012067_lg.jpg		Stephen S. Talbot & Sandra L. Talbot	318	54° 56.307' N 159° 16.808' W	24 July 1995	1995-07-24			Alaska	USA	Cetrelia alaskana (Culb. & Culb.) Culb. & Culb.	Cetrelia alaskana (Culb. & Culb.) Culb. & Culb.	Simeonof Is.; Shumagin Islands, Alaska; E-facing mid-slope of Hill 1021 Quad. Map Simeonof Island (D-1), Alaska	On boulder	On boulder	300 m	John W. Thomson	1997	54° 56.307' N	159° 16.808' W	54.938	-159.28		FLORA of ALASKA				
NY01075797_lg.jpg	1075797	William R. Buck	41895	"34°41'18""N, 78°24'36""W"	15 June 2002	2002-06-15		Bladen	North Carolina	U.S.A.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	"S of NC 41 along N shore of Bay Tree Lake, 34°41'18""N, 78°24'36""W"	on trunk of Itea mixed hardwoods on coastal plain.	on trunk of Itea				"34°41'18""N"	"78°24'36""W"	34.688	-78.41	NEW YORK BOTANICAL GARDEN	Cryptogams of North Carolina				
NY01075776_lg.jpg	1075776	William R. Buck	27543	32°53'N, 82°44'W	18 March 1995	1995-03-18		Washington	GEORGIA	U.S.A.	Zwackhiomyces arenicola R. C. Harris	Zwackhiomyces arenicola R. C. Harris	ca. 3 mi N of Harrison alone County Road 206 (Peacock Road), near headwaters of Rocky Creek, 32°53'N, 82°44'W, ca. 140 m	Altamaha Grit sandstone flats.		ca. 140 m			32°53'N	82°44'W	32.883	-82.733	NEW YORK BOTANICAL GARDEN	CRYPTOGAMS OF GEORGIA				
TENN-L-0000015_lg.jpg	TENN-L-0000015	A. J. Sharp			Nov. 12, 1939	1939-11-12		Cocke	Tennessee	USA	Actinogyra muhlenbergii (Ach.) Schol.	Actinogyra muhlenbergii (Ach.) Schol.	White Rocks	rock	rock		H. A. Sierk						University of Tennessee (TENN)	Flora of Tennessee Lichens				
TENN-L-0000027_lg.jpg	TENN-L-0000027	H. A. Sierk	675		Aug. 1, 1957	1957-08-01			ONTARIO	Canada	Actinogyra mülhlenbergii (Ach.) Schol.	Actinogyra mülhlenbergii (Ach.) Schol.	Montreal River on Hwy. 17	on rock	on rock		H. A. Sierk						University of Tennessee (TENN)	LICHENS OF ONTARIO				
WIS-L-0012047_lg.jpg		Stephen & Sandra Talbot	88005-27	60°09.7'N, 152°36.2'W	30 Aug 1988	1988-08-30			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Chisik Island, Tuxedni Bay, Cook Inlet; 60°09.7'N, 152°36.2'W Map/Quad.: Kenai (A-7) Quad.	Cladina sylvatica-Vaccinium uliqinosum heath; slope 18°; NE exposure; rounded summit		2630 ft	John W. Thomson		60°09.7'N	152°36.2'W	60.162	-152.603		FLORA OF ALASKA				
TENN-L-0000072_lg.jpg	TENN-L-0000072	Walter Kiener	3414	Lat. 40° N	Sept.20,1935.	1935-09-20			COLORADO	U.S.A.	Alectoria jubata implexa (Hoffm.) Ach.	Alectoria jubata implexa (Hoffm.) Ach.	Rocky Mountain National Park Longs Peak	On bark of Pinus flexilis.	On bark of Pinus flexilis.	10,000 ft.			40° N		40		University of Tennessee (TENN)	FLORA LICHENES				
TENN-L-0000079_lg.jpg	TENN-L-0000079	L.P. Lord			6 July 1955	1955-07-06		Cheboygan	MICHIGAN	USA	Alectoria nidulifera Norrl.	Alectoria nidulifera Norrl.	Mud Lake	Thuja branches	Thuja branches		L.P. Lord						University of Tennessee (TENN)	LICHENS OF MICHIGAN				
NY01075805_lg.jpg	1075805	H.W.Ravenel			1857	1857			S.C.	USA	Verruearia lactea Garov. =Polyblastiopsis lactea(Mass.)A.Zahlbr. Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Santee Canal, S.C.				Richard C. Harris	1995					NEW YORK BOTANICAL GARDEN	Lichens from the Tuckerman Herbarium				
NY01075841_lg.jpg	1075841	Edward M. Wheeler			21 Jan 1989	1989-01-21		Polk	FLORIDA	USA	Ciferriolichen cinchonae (Ach.)	Ciferriolichen cinchonae (Ach.)	Walter Heiler Development, E of Nalcrest canal, low pineland.	low pineland									NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA				
NY01075780_lg.jpg	1075780	C. M. Wetmore	84151	"36 40'51""N, 92 54'02""W"	14 May 2000	2000-05-14		TANEY	MISSOURI	USA	Zwackhiomyces dispersus (Körber) Grube & Tribel	Zwackhiomyces dispersus (Körber) Grube & Tribel	"Mark Twain National Forest. Hercules Glades Wilderness Area. 1 mile WSW of Hercules Tower, 36 40'51""N, 92 54'02""W."	on thallus of Protoblasternia rupestris	on thallus of Protoblasternia rupestris				"36 40'51""N"	"92 54'02""W"	36.681	-92.901	NEW YORK BOTANICAL GARDEN	FUNGI OF MISSOURI				
WIS-L-0012078_lg.jpg		Stephen & Sandra Talbot	SP97-305	57° 10.485'N 170° 21.802' W	14 July 1997	1997-07-14			Alaska	USA	Cetraria delisei (Bory) Th. Fr.	Cetraria delisei (Bory) Th. Fr.	St. Paul Island, Alaska; 0.5 km E of Rush Hill Quad. Map Pribilof Islands, Alaska	On mosses over boulder at caldera bottom	On mosses	60 m	John W. Thomson	1998	57° 10.485'N	170° 21.802' W	57.175	-170.363		FLORA of ALASKA				
NY01075771_lg.jpg	1075771	William R. Buck	37723	43°18'N, 124°13'W; 43°19.5'N, 124°22.5'W; 43°20'N, 124°22'W	12 August 2000	2000-08-12		Coos	Oregon	U.S.A.	Pyrenocollema halodytes (Nyl.) R. C. Harris	Pyrenocollema halodytes (Nyl.) R. C. Harris	in Arago State Park Along Cape Arago Hwy, from Cape Arago State Park (43°18'N, 124°13'W), through Shore Acres State Park (43°19.5'N, 124°22.5'W), to Sunset Bay State Park (43°20'N, 124°22'W), ca. 13 km SW of Coos Bay, 0-30 m	on barnacles sea shore and coastal forest	on barnacles	0-30 m			43°18'N	124°13'W	43.3	-124.217	NEW YORK BOTANICAL GARDEN	Cryptogams of Oregon				
NY01075773_lg.jpg	1075773	William R. Buck	16317		1 Nov 1988	1988-11-01	NIAGARA FALLS	Niagara	NEW YORK	USA	Pyrenocollema strontianense (Swinscow) R. C. Harris	Pyrenocollema strontianense (Swinscow) R. C. Harris	Goat Island State Park, Niagara Falls, Luna Isalnd	oak-maple forest over limestone									NEW YORK BOTANICAL GARDEN	LICHENS OF NIAGARA FALLS				
TENN-L-0000051_lg.jpg	TENN-L-0000051	A. J. Sharp	3798a		28 June 1967	1967-06-28		Amchitka	Alaska	USA	Alectoria	Alectoria	N. of Andersite Quarry	Bank of lake, moist, partial shade									University of Tennessee (TENN)	HATTORI-TENNESSEE COOPERATIVE BRYOGEOGRAPHIC COLLECTIONS, 1964-68				
WIS-L-0012063_lg.jpg		K.Dillman	L- 526		4 July 1992	1992-07-04			ALASKA	USA	Cetraria nigricans Nyl.	Cetraria nigricans Nyl.	Tongass National Forest/Stikine-Le Conte Wilderness Thunder Mountain, Petersburg Quad D-2, Sec 13 SW, T 58 S, R 81E	Cassiope stelleriana, C.mertensiana, Loiseleuria procumbens on exposed rock	on exposed rock	(m.) 914	K.Dillman	1992						LICHENS OF SOUTHEAST ALASKA				Cassiope stelleriana, C.mertensiana, Loiseleuria procumbens
TENN-L-0000004_lg.jpg	TENN-L-0000004	H.A. Sierk	2398		August 23, 1964	1964-08-23		Clear Creek	COLORADO	USA	Acarospora flava (Bell.) Ach.	Acarospora flava (Bell.) Ach.	Alpine tundra; Summit Lake; Mt. Evans; 12,740 ft	Alpine tundra; rock	rock	12,740 ft	H.A. Sierk						University of Tennessee (TENN)	LICHENS OF COLORADO				
NY01075782_lg.jpg	1075782	I.M. Brodo with M.J. Shchepanek and W. B. Schofield	10762	53° 02' N, 132° 06' W	1 July 1967	1967-07-01			BRITISH COLUMBIA	Canada	Arthopyrenia lapponina Anzi	Arthopyrenia lapponina Anzi	Queen Charlotte Islands MORESBY ISLAND: Base of Moresby Mt. on the north side. 53° 02' N, 132° 06' W.	On Alnus sinuata near stream. Rock outcrops and slopes near waterfall.	On Alnus sinuata near stream.		T. Foucard	1992	53° 02' N	132° 06' W	53.033	-132.1	NEW YORK BOTANICAL GARDEN	LICHENS OF BRITISH COLUMBIA				
NY01075798_lg.jpg	1075798	Richard C. Harris	31023	35°58'N, 75°06'W	29 September 1993	1993-09-29		Dare	NORTH CAROLINA	USA	Ciferriolichen cinchonae (Ach.)	Ciferriolichen cinchonae (Ach.)	Nags Head Woods Ecological Preserve, in Kill Devil Hills along Old Nags Head Woods Road, ca. 15 m, 35°58'N, 75°06'W	on Ilex maritime forest with pine and mixed hardwoods.	on Ilex	ca. 15 m			35°58'N	75°06'W	35.967	-75.1	NEW YORK BOTANICAL GARDEN	LICHENS OF NORTH CAROLINA				
TENN-L-0000061_lg.jpg	TENN-L-0000061	W.W.Jeffrey	445A		1959	1959			NORTHWEST TERRITORIES	Canada	Alectoria jubata (L.) Ach.	Alectoria jubata (L.) Ach.	S.W. Mackenzie Mts.:Liard Range, 10 mi. W. of Fort Liard, 3000 ft. alt.			3000 ft.	Howard Crum						University of Tennessee (TENN)	FLORA OF NORTHWEST TERRITORIES				
TENN-L-0000021_lg.jpg	TENN-L-0000021	A.J. Sharp			8 Aug 1954	1954-08-08			Ontario	CANADA	Actinogyra mühlenbergii	Actinogyra mühlenbergii	Montreal River, 80 mi. nw. of Sault Saint Marie										University of Tennessee (TENN)	FLORA OF CANADA				
TENN-L-0000003_lg.jpg	TENN-L-0000003	H.A. Sierk	2369		July 2, 1964	1964-07-02		Cochise	ARIZONA	USA	Acarospora flava (Bell.) Ach.	Acarospora flava (Bell.) Ach.	Between Portal and Paradise	rock	rock		H. A. Sierk						University of Tennessee (TENN)	LICHENS OF ARIZONA				
TENN-L-0000090_lg.jpg	TENN-L-0000090	E. Clebsch	16		19-23 June 1967	1967-06-19/1967-06-23			ALASKA	UNITED STATES	Alectoria cf. nigricans	Alectoria cf. nigricans	Amchitha Island										University of Tennessee (TENN)	LICHENS OF NORTH AMERICA				
NY01075819_lg.jpg	1075819	William R. Buck	27355	30°04'N, 82°09'W	3 December 1994	1994-12-03		Bradford	FLORIDA	U.S.A.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Lake Butler Wildlife Management Area, Raiford Tract, along Co. Rd. 125, 6.1 mi ENE of US 301 at Lawtey, 30°04’N, 82°09’W	pine scrub around Taxodium swamp.					30°04'N	82°09'W	30.067	-82.15	NEW YORK BOTANICAL GARDEN	CRYPTOGAMS OF FLORIDA				
WIS-L-0012038_lg.jpg		C.E.Garton	15315	N48° 44' W 87° 38'	28 Sept. 1972	1972-09-28		Thunder Bay Dist.	ONTARIO	Canada	Cetraria laevigata Rass.	Cetraria laevigata Rass.	McKay Harbour, SE. corner of Simpson I., N. shore of Lake Superior.	On raised boulder beach with other lichens and mosses	On raised boulder beach		P.Y.Wong	1975-11	N48° 44'	W 87° 38'	48.733	-87.633		PLANTS OF ONTARIO				
WIS-L-0012042_lg.jpg		Stephen & Sandra Talbot	88034-31	60°08.0'N, 152°36.3'W	5 Sept 1988	1988-09-05			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Chisik Island, Tuxedni Bay, Cook Inlet; 60°08.0'N, 152°36.3'W Map/Quad.: Kenai (A-7) Quad.	Arctostaphylos alpina - Cladina rangiferina heath: slope 8°; SSE exposure; ridge		1740 ft	John W.Thomson		60°08.0'N	152°36.3'W	60.133	-152.605		FLORA OF ALASKA				
WIS-L-0012056_lg.jpg		Stephen S. Talbot	225	"66°33'41.6""N 158°59'56.6""W"	19 July 2003	2003-07-19			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Selawik NWR Quad. Map Shungnak (C-6) Alaska	On feathermosses in Picea mariana-Vaccinium uliginosum/V vitis-idaea-Pleurozium schreberi woodland	On feathermosses	11 ft	John W. Thomson	2003-11	"66°33'41.6""N"	"158°59'56.6""W"	66.562	-158.999		FLORA of ALASKA				
TENN-L-0000053_lg.jpg	TENN-L-0000053	A. C. Skorepa	4461		September 1969	1969-09		Yancey	North Carolina	USA	Alectoria americana Mot. (=Alectoria americana Mot.) Bryeria trichodes var. americana (Mot.) Brodo & Hawks	Bryeria trichodes var. americana (Mot.) Brodo & Hawks					J P Dey	1980					University of Tennessee (TENN)	LICHENS OF NORTH AMERICA				
WIS-L-0011734_lg.jpg		Stephen S. Talbot	A91A-24	62° 41' N, 142° 37' W	July 1982	1982-07			ALASKA	USA	Cetraria laevigatum Rass	Cetraria laevigatum Rass	Mentasta Mountains; Tetlin NWR	Subalpine Betula nana - Vaccinium uliginosum shrubland		4000 ft.			62° 41' N	142° 37' W	62.683	-142.617		FLORA OF ALASKA				
WIS-L-0012051_lg.jpg		Stephen S. Talbot	214	"66°33'41.6""N 158°59'56.6""W"	19 July 2003	2003-07-19			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Selawik NWR Quad. Map Shungnak (C-6) Alaska	Ledum decumbens-Andromeda polifolia-Rubus chamaemorus-Sphagnum girgensohnii bog		11 ft	John W. Thomson	2003-11	"66°33'41.6""N"	"158°59'56.6""W"	66.562	-158.999		FLORA of ALASKA				
NY01075821_lg.jpg	1075821	Richard C. Harris	35643	30°41'N, 84°52'W	30 November 1994	1994-11-30		Gadsden	FLORIDA	U.S.A.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	"Chattahoochee, ""Brickyard Glade"", W of W end of River Road off Fla. Hwy. 269, 0.8 mi S of railroad at River Junction, 30°41'N, 84°52'W"	on Fraxinus small trees in calcareous glade in mesic forest.	on Fraxinus				30°41'N	84°52'W	30.683	-84.867	NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA				
WIS-L-0012082_lg.jpg		Stephen & Sandra Talbot	SM97-162	60° 33.436'N 172° 55.950'W	20 July 1997	1997-07-20			ALASKA	USA	Cetraria delisei (Bory) Th Fr	Cetraria delisei (Bory) Th Fr	Glory of Russia Cape area, St. Matthew Island, Alaska Quad. Map St. Matthew, Alaska Quad.	Streamside on Salix arctica leaves and mosses	on Salix arctica leaves and mosses	33 m	John W. Thomson	1998	60° 33.436'N	172° 55.950'W	60.557	-172.933		FLORA of ALASKA				
TENN-L-0000035_lg.jpg	TENN-L-0000035	Dr. & Mrs. A. J. Sharp, Z. Iwatsuki & I. Yoshimura	650161		Oct. 30, 1965	1965-10-30		Macon	NORTH CAROLINA	U. S. A.	Actinogyra muhlenbergii (Ach.) Schol.	Actinogyra muhlenbergii (Ach.) Schol.	Highlands, National forest	On upper surface of rock	On upper surface of rock								University of Tennessee (TENN)	LICHENS OF NORTH AMERICA				
WIS-L-0012064_lg.jpg		Stephen S. Talbot	466	"66°54'02.9"" N 159° 59' 02.2"" W"	29 July 2003	2003-07-29			ALASKA	USA	Cetraria nigricans (Retz.) Nyl.	Cetraria nigricans (Retz.) Nyl.	Selawik NWR; Waring Mountains Quad. Map Selawik (D-2) Alaska	On stones in Dryas octopetala-Lupinus arcticus alpine tundra	On stones	1252 ft	John W. Thomson	2003-11	"66°54'02.9"" N"	"159° 59' 02.2"" W"	66.901	-159.983		FLORA of ALASKA				
TENN-L-0000013_lg.jpg	TENN-L-0000013	M. Togashi			July 18, 1969	1969-07-18		Ishikari (石狩国)	Hokkaido	JAPAN	Acroscyphus sphaerophoroides Lév.	Acroscyphus sphaerophoroides Lév.	Mt. Tomuraushi (トムラ ウシ岳), Daisetsu Mts. (大雪山). On exposed rocks; elevation about 2000 m.	On exposed rocks	On exposed rocks	about 2000 m.	Y. Asahina						University of Tennessee (TENN)	Syo Kurokawa: LICHENES RARIORES ET CRITICI EXSICCATI			in Ann. Sci. Nat. Bot., ser. 3, 5 : 262. 1846	
TENN-L-0000012_lg.jpg	TENN-L-0000012	J. L. Lebois Fonseca			19-XII-1947	1947-07-19			Porto	Portugal	Acarospora hilaris (Duf.) Hue	Acarospora hilaris (Duf.) Hue	Douro Litoral—Aguiar de Sousa: Logar do Salto, ad rupes apri-cas										University of Tennessee (TENN)	C N. Tavares: Lichenes Lusitaniae selecti exsiccati			Morph. et anat. (1909), p.113 ; Parmelia hilaris Duf. in hb. Acharius, teste Th. Fr. Lich. Scand I (1871), p.209	
NY01075837_lg.jpg	1075837	Richard C. Harris	23220		1 December 1988	1988-12-01		Franklin	FLORIDA	USA	Ciferriolichen cinchonae (Ach.)	Ciferriolichen cinchonae (Ach.)	Apalachicola National Forest, ca. 2 mi S of Sumatra, Black Creek at end of Forest Serv. Rd. 101A;	on Fraxinus Taxodium-Fraxinus swamp.	on Fraxinus								NEW YORK BOTANICAL GARDEN	LICHENS OF FLORIDA				
TENN-L-0000093_lg.jpg	TENN-L-0000093	John Koranda			24 Aug 1956	1956-08-24			ALASKA	USA	Alectoria nigricans (Ach.) Nyl.	Alectoria nigricans (Ach.) Nyl.	from clip quadrat b 15+ (10), Barrow area				J. W. Thomson						University of Tennessee (TENN)	LICHENS OF ALASKA				
WIS-L-0011736_lg.jpg		Stephen Talbot & Sandra Looman	1035	60°09'N, 152°36'W	5 September 1987	1987-09-05			ALASKA	USA	Cetraria kamczatica Savicz	Cetraria kamczatica Savicz	Chisik Island, Cook Inlet Kenai (A7) Quadrangle	Cliff margin at summit		2500 - 2700 Feet	JWT	1988	60°09'N	152°36'W	60.15	-152.6		FLORA OF ALASKA				
WIS-L-0012054_lg.jpg		Stephen S. Talbot	221	"66°33'41.6"" N 158°59'56.6"" W"	19 July 2003	2003-07-19			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Selawik NWR Quad. Map Shungnak (C-6) Alaska	On mosses and plant litter in Ledum decumbens-Andromeda polifolia-Rubus chamaemorus-Sphagnum girgensohnii bog	On mosses and plant litter	11 ft	John W. Thomson	2003-11	"66°33'41.6""N"	"158°59'56.6""W"	66.562	-158.999		FLORA of ALASKA				
WIS-L-0012068_lg.jpg		Stephen S. Talbot	42	54° 54.875' N 159° 15.470' W	14 July 1995	1995-07-14			Alaska	USA	Cetrelia alaskana (Culb. & Culb.) Culb. & Culb.	Cetrelia alaskana (Culb. & Culb.) Culb. & Culb.	Simeonof Is.; Shumagin Islands, Alaska; Hill 624 Quad. Map Simeonof Island (D-1)	On boulder on mountain ridge	On boulder	250 m	John W. Thomson	1997	54° 54.875' N	159° 15.470' W	54.915	-159.258		FLORA of ALASKA				
TENN-L-0000048_lg.jpg	TENN-L-0000048	Hugh Iltis			3 July 1943	1943-07-03		Giles	VIRGINIA	USA	Alectoria	Alectoria	open woods, near Mountain Lake Biological Station	on bark of pine, open woods	on bark of pine								University of Tennessee (TENN)	LICHENS OF VIRGINIA				
NY01075785_lg.jpg	1075785	Richard C. Harris	53345	"31°14'50""N, 87°29'47""W"	12 April 2007	2007-04-12		Escambia	Alabama	U.S.A.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	"Little River State Forest, W of SR 21, 1.7 mi N of Huxford at CR 30, 31°14'50""N, 87°29'47""W"	on Liriodendron hardwood bottom	on Liriodendron				"31°14'50""N"	"87°29'47""W"	31.247	-87.496	NEW YORK BOTANICAL GARDEN	Lichens of Alabama				
TENN-L-0000083_lg.jpg	TENN-L-0000083	H. A. Sierk	599		August l, 1957	1957-08-01			ONTARIO	Canada	Alectoria nidulifera Norrl.	Alectoria nidulifera Norrl.	Carp River on Hwy. 17	On Betula	On Betula		H. A. Sierk						University of Tennessee (TENN)	LICHENS OF ONTARIO				
TENN-L-0000036_lg.jpg	TENN-L-0000036	H. A. Sierk	SNC4		Nov. 3, 1956	1956-11-03		Jackson	NORTH CAROLINA	USA	Actinogyra mühlenbergii (Ach.) Schol.	Actinogyra mühlenbergii (Ach.) Schol.	Top of Whiteside Mountain	siliceous rock	siliceous rock	4900'	H.A. Sierk						University of Tennessee (TENN)	LICHENS OF NORTH CAROLINA				
NY01075777_lg.jpg	1075777	William R. Buck	27570	32°34'N, 82°35'W	18 March 1995	1995-03-18		Johnson	GEORGIA	U.S.A.	Zwackhiomyces arenicola R. C. Harris	Zwackhiomyces arenicola R. C. Harris	2 mi N of Adrian on Georgia Highway 15, 32°34'N, 82°35'W, ca. 80 m	small Altamaha Gritt sandstone outcrop on slope.		ca. 80 m			32°34'N	82°35'W	32.567	-82.583	NEW YORK BOTANICAL GARDEN	CRYPTOGAMS OF GEORGIA				
NY01075794_lg.jpg	1075794	G. T. Johnson	1071		January 2, 1953	1953-01-02		Oktibbeha	MISSISSIPPI	USA	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	In draw, along U.S. Highway #82. Eight mi. east of Stark- ville										NEW YORK BOTANICAL GARDEN	PLANTS OF MISSISSIPPI				
NY01075817_lg.jpg	1075817	William R. Buck	27328	30°04'N, 82°09'W	3 December 1994	1994-12-03		Bradford	FLORIDA	U.S.A.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Arthopyrenia cinchonae (Ach.) Müll. Arg.	Lake Butler Wildlife Management Area, Raiford Tract, along Co. Rd. 125, 6.1 mi ENE of US 301 at Lawtey, 30°04'N, 82°09'W	pine scrub around Taxodium swamp.					30°04'N	82°09'W	30.067	-82.15	NEW YORK BOTANICAL GARDEN	CRYPTOGAMS OF FLORIDA				
TENN-L-0000077_lg.jpg	TENN-L-0000077	A.J. Sharp			20 July l956	1956-07-20		Luce	Michigan	USA	Alectoria nidulifera	Alectoria nidulifera	Pike Lake	On Jack pine	On Jack pine								University of Tennessee (TENN)	FLORA OF Michigan Bryophytes				
NY01075763_lg.jpg	1075763	R. C. Harris	25487	sec. 8, T34N, R6E.	19 Sep 1990	1990-09-19		ST. FRANCOIS	MISSOURI	USA	Pyrenidium actinellum Nyl.	Pyrenidium actinellum Nyl.	Rhyolite glade just W of Knob Lick Fire Tower, sec. 8, T34N, R6E.	on Acarospora fuscata (Nyl.) Arnold	on Acarospora fuscata (Nyl.) Arnold								NEW YORK BOTANICAL GARDEN	LICHENS OF MISSOURI				
TENN-L-0000009_lg.jpg	TENN-L-0000009	S. FLOWERS	358		19 MAY 1951	1951-05-19		WAYNE	UTAH	U.S.A.	ACAROSPORA SMARAGDULA STRIGATA	ACAROSPORA SMARAGDULA STRIGATA	EKKERS RANCH, 3 MI S OF THE RANCH HOUSE ON BRINK OF CHASM OF FREMONT RIVER, 6000 FT.	ON HARD SAND- STONE FRAGMENTS WEATHERED OUT OF THE BEDROCK	ON HARD SAND- STONE FRAGMENTS	6000 FT.							University of Tennessee (TENN)					
TENN-L-0000033_lg.jpg	TENN-L-0000033	M. E. Hale			Aug. 1956	1956-08		Pendleton	West Virginia	USA	Actinogyra muhlenbergii (Ach.) Schol.	Actinogyra muhlenbergii (Ach.) Schol.	in high mountains top of Spruce Knob (1236 m.)	On Medina sandstone in high mountains.	On Medina sandstone	1236 m.							University of Tennessee (TENN)	LICHENES AMERICANI EXSICCATI	Chemical contents: gyrophoric acid		Cf. G. Llano, Monogr. Umbilicariaceae, p. 200. 1950.	
WIS-L-0012044_lg.jpg		Stephen & Sandra Talbot	SM97-137	60° 33.579'N 172° 56.891' W	19 July 1997	1997-07-19			ALASKA	USA	Cetraria laevigata Rassad.	Cetraria laevigata Rassad.	Glory of Russia Cape area, St. Matthew Island, Alaska Quad. Map St. Matthew, Alaska Quad.	On mosses in Salix arctica-Cladina heath at base of mountain	On mosses	30m	John W. Thomson	1998	60° 33.579'N	172° 56.891' W	60.56	-172.948		FLORA of ALASKA				
TENN-L-0000097_lg.jpg	TENN-L-0000097	A. J. Sharp	3736		27 June 1967	1967-06-27			Alaska	USA	Alectoria ochroleuca (Ehrh.) Nyl.	Alectoria ochroleuca (Ehrh.) Nyl.	Near Topside, Amchitka	Moist soil, open.			ISAO YOSHIMURA						University of Tennessee (TENN)	HATTORI-TENNESSEE COOPERATIVE BRYOGEOGRAPHIC COLLECTIONS, 1964-68				
WIS-L-0012040_lg.jpg		N. Grulke	87-24	68°38'N,149°34'W	August, 1987	1987-08			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Collected in the North Slope Foothills of the Cen- tral Brooks Range (68°38'N,149°34'W), .5 km E of Toolik Lake at 635 m	moist tussock tundra domin- ated by Ledum palustre ssp. decumbens, Eriophorum vaginatum, Betula nana, and Vaccinium vitis-idaea.		635 m			68°38'N	149°34'W	68.633	-149.567		PLANTS OF NORTHERN ALASKA				
WIS-L-0012043_lg.jpg		Stephen & Sandra Talbot	88038-23A	60°08.4'N, 152°36.1'W	5 Sept 1988	1988-09-05			ALASKA	USA	Cetraria laevigata Rass.	Cetraria laevigata Rass.	Chisik Island, Tuxedni Bay, Cook Inlet; 60°08.4'N, 152°36.1'W Map/Quad.: Kenai (A-7) Quad	Luekea pectinata - Geranium erianthum low forb meadow; slope 2°; South exposure; open depression		1300 ft	John W. Thomson		60°08.4'N	152°36.1'W	60.14	-152.602		FLORA OF ALASKA				
WIS-L-0012069_lg.jpg		Stephen & Sandra Talbot	SP97-082	57° 09.478' N 170° 15.812' W	12 July 1997	1997-07-12			Alaska	USA	Cetrelia alaskana (Culb. & les. Culb.) W. Culb. & C. Culb.	Cetrelia alaskana (Culb. & les. Culb.) W. Culb. & C. Culb.	St. Paul Island, Alaska; 0.5 km NE of Telegraph Hill Quad. Map Pribilof Islands, Alaska	On talus boulder in Empetrum nigrum heath	On talus boulder	100 m	John W. Thomson	1998	57° 09.478' N	170° 15.812' W	57.158	-170.264		FLORA of ALASKA				
TENN-L-0000047_lg.jpg	TENN-L-0000047	A. J. Sharp and Z. Iwatsuki	A389		24 July 1967	1967-07-24			Alaska	USA	Alectoria	Alectoria	Across bay from Port Moller	Open face of cliff									University of Tennessee (TENN)	HATTORI-TENNESSEE COOPERATIVE BRYOGEOGRAPHIC COLLECTIONS, 1964-68				
NY01075775_lg.jpg	1075775	W. A. Weber			10 May 1991	1991-05-10		BOULDER	Colorado	U.S.A.	PYRENOCOLLEMA TICHOTHECIOIDES (Arn.) Harris	PYRENOCOLLEMA TICHOTHECIOIDES (Arn.) Harris	North edge of City of Boulder, on City Open Space land, Lee Hill Road just west of Foothills Highway	On low outcrops of fragmented shales of the Niobrara Formation	On low outcrops of fragmented shales of the Niobrara Formation								NEW YORK BOTANICAL GARDEN					
WIS-L-0012086_lg.jpg		Stephen & Sandra Talbot	SM97-001	60° 33.130' N 172° 55.612' W	18 July 1997	1997-07-18			ALASKA	USA	Cetraria delisei (Bory) Th. Fr.	Cetraria delisei (Bory) Th. Fr.	Glory of Russia Cape area, St. Matthew Island, Alaska Quad. Map St. Matthew, Alaska Quad.	On humus of eroding streamlet bank on terrace above beach	On humus	13 m	John W. Thomson	1998	60° 33.130' N	172° 55.612' W	60.552	-172.927		FLORA of ALASKA				
